plate,mjd,fiberid,redshift,subclass,w1,w2,w3,w1flux,w2flux,w3flux
422,51878,429,0.07873961,STARBURST,14.599,14.248,10.422,229.29,126.17,1074.7
422,51811,433,0.07390708,STARFORMING,15.033,14.87,11.695,153.76,71.105,332.74
422,51878,433,0.04088127,STARFORMING,14.26,14.182,10.562,313.45,134.04,944.9
422,51878,435,0.07371565,STARBURST,12.962,12.667,8.508,1035.6,540.9,6260.8
422,51811,439,0.03928206,STARFORMING,14.379,14.145,10.895,280.85,138.66,695.03
422,51811,463,0.151001,,14.268,14.031,10.947,311.05,154.07,662.54
422,51878,472,0.07601839,STARFORMING,14.432,14.193,10.989,267.37,132.66,637.63
422,51811,473,0.07599995,,14.118,13.985,10.871,357.03,160.63,710.64
422,51878,476,0.05297043,STARFORMING,14.095,13.844,10.517,364.83,183.04,984.69
422,51811,483,0.0926742,STARBURST,12.45,12.009,7.856,1659.2,991.98,11418
422,51878,487,0.07482913,BROADLINE,12.927,12.855,11.391,1069.6,454.93,440.26
422,51811,488,0.1225687,STARFORMING,14.687,14.389,10.965,211.5,110.79,651.74
422,51878,494,0.1469593,,14.569,14.31,11.218,235.62,119.15,516.42
422,51878,496,0.09226577,,12.941,12.878,11.462,1055.6,445.34,412.14
422,51811,497,0.09265102,STARFORMING,14.152,13.917,10.127,345.98,171.06,1410.4
422,51878,498,0.1815033,,14.299,13.956,11.207,302.27,165.1,521.26
422,51878,499,0.03850687,,13.271,13.285,11.031,778.78,306.24,613.37
422,51878,502,0.06069506,STARFORMING,13.474,13.186,9.089,646.12,335.36,3667.6
425,51884,46,0.00923862,STARFORMING,13.681,13.604,10.486,534.26,228.2,1013.2
425,51884,88,0.07066637,,12.977,12.92,11.162,1021,428.61,543.49
425,51898,89,0.1503243,,14.721,14.413,11.243,204.84,108.33,504.27
425,51898,123,0.06936179,,14.163,14.026,10.553,342.67,154.74,952.03
425,51898,128,0.02069257,,12.029,12.082,10.874,2446.7,926.99,708.41
425,51898,137,0.009153908,,14.855,14.454,11.305,181.18,104.29,476.6
425,51898,201,0.07270397,STARFORMING,13.178,13.057,9.658,848.64,377.62,2171.4
425,51898,206,0.185629,,14.155,13.831,11.695,345.28,185.24,332.81
425,51898,207,0.03794268,AGN,12.722,12.257,8.64,1291.7,789.33,5543.8
425,51898,213,0.07363894,BROADLINE,11.925,11.777,8.923,2691,1227.9,4274.6
425,51898,216,0.07217443,AGN,12.608,12.2,8.721,1435.4,832.07,5145.4
650,52143,204,0.1499962,STARBURST,14.792,14.324,10.411,192.04,117.62,1085.1
650,52143,205,0.1508146,,14.102,13.88,11.53,362.35,176.95,387.37
650,52143,206,0.1503443,,13.89,13.621,10.421,440.48,224.61,1075.9
650,52143,212,0.1502055,STARFORMING,14.803,14.475,10.653,190.02,102.37,868.54
650,52143,215,0.08301122,STARFORMING,14.355,14.154,10.168,286.98,137.59,1357.1
650,52143,216,0.1502832,,13.888,13.223,10.879,441.18,324.08,705.46
650,52143,243,0.1041993,STARBURST,15.024,14.784,11.004,155.01,76.963,628.68
652,52138,3,0.1487167,,13.908,13.655,11.038,433.31,217.71,609.39
652,52138,4,0.08963977,,14.131,13.905,11.537,353,172.95,384.9
652,52138,8,0.02361511,,12.528,12.634,10.027,1544.8,557.87,1546.4
652,52138,11,0.1175991,STARFORMING,13.605,13.23,9.173,572.87,322.22,3394.6
652,52138,12,0.08816568,STARFORMING,14.289,13.786,9.65,304.98,192.99,2187
652,52138,13,0.0553537,,14.296,14.161,11.219,303.13,136.69,515.94
652,52138,14,0.0552213,STARBURST,12.934,12.701,8.276,1062.9,524.25,7757.7
652,52138,15,0.08853999,AGN,14.094,13.78,10.332,365.06,194.12,1167.7
652,52138,51,0.09897681,STARFORMING,13.42,13.144,9.487,679.26,348.57,2541
652,52138,51,0.09897681,STARFORMING,13.789,13.48,9.864,483.29,255.95,1795.6
652,52138,56,0.08768938,STARFORMING,13.963,13.698,10.109,411.73,209.41,1433.2
652,52138,59,0.09901515,,14.122,14.04,10.978,355.74,152.77,643.86
652,52138,60,0.08515388,STARFORMING,15.083,14.861,11.55,146.86,71.73,380.34
652,52138,82,0.08779584,STARFORMING,13.088,12.883,9.39,922.51,443.54,2779.5
652,52138,84,0.08794822,STARFORMING,13.944,13.654,9.65,419.15,217.98,2188.5
652,52138,85,0.08813754,STARBURST,14.638,14.256,10.289,221.28,125.2,1214.5
652,52138,87,0.09664115,,14.305,14.113,11.515,300.71,142.88,392.6
652,52138,89,0.02315946,STARFORMING,14.966,14.902,11.607,163.53,69.057,360.89
652,52138,90,0.02324598,STARBURST,13.962,13.673,10.025,412.14,214.13,1549.5
652,52138,91,0.0430756,STARFORMING,14.393,14.249,10.987,277.16,126,638.61
652,52138,92,0.1867706,,14.447,14.127,11.602,263.86,141,362.53
652,52138,94,0.1483016,,14.089,13.781,11.112,366.64,193.87,569.16
652,52138,98,0.06100098,BROADLINE,12.103,12.125,11.643,2284.9,891.51,348.86
652,52138,99,0.1491228,,14.911,14.734,11.211,172.1,80.592,519.36
652,52138,121,0.09459113,,15.574,15.454,11.378,93.425,41.516,445.42
652,52138,125,0.0799581,STARFORMING,13.704,13.508,9.954,522.81,249.37,1653.6
652,52138,127,0.2671982,,14.382,13.997,11.287,280.01,158.92,484.22
652,52138,128,0.07901917,STARFORMING,14.239,14.061,10.659,319.42,149.83,863.83
652,52138,131,0.03657612,STARFORMING,14.842,14.703,10.777,183.3,82.973,775.03
652,52138,133,0.04636163,STARFORMING,14.921,14.687,11.328,170.37,84.152,466.48
652,52138,137,0.09437796,,14.792,14.659,11.495,191.88,86.401,399.81
653,52145,294,0.1913584,STARFORMING,14.641,14.247,10.586,220.6,126.28,923.99
658,52146,441,0.06503433,STARBURST,14.591,14.401,10.503,230.92,109.52,996.89
658,52146,446,0.05527514,STARFORMING,14.759,14.668,11.04,197.94,85.648,608.12
658,52146,521,0.07115582,STARFORMING,13.283,12.901,9.525,770.51,436.04,2454.4
658,52146,522,0.144121,STARFORMING,14.052,13.748,10.456,379.44,199.86,1041.2
658,52146,530,0.1430635,STARFORMING,14.391,13.892,10.715,277.84,175.1,820.28
658,52146,537,0.03390899,,12.263,12.202,9.137,1971.5,830.23,3510.7
658,52146,538,0.05580461,,13.297,13.252,9.523,760.88,315.66,2458.3
658,52146,563,0.03782833,STARFORMING,13.571,13.407,10.114,590.75,273.7,1426.4
658,52146,565,0.04215857,STARBURST,14.005,13.702,9.707,396.39,208.48,2076.5
658,52146,566,0.1571862,,14.132,13.783,11.344,352.49,193.63,459.81
658,52146,567,0.1095942,STARBURST,14.838,14.415,10.525,184.07,108.19,977.22
658,52146,570,0.05445389,STARFORMING,13.246,13.11,9.316,797.24,359.74,2976.7
658,52146,574,0.157255,,14.689,14.194,10.903,211.13,132.53,689.71
658,52146,601,0.1720566,STARFORMING,14.751,14.214,10.326,199.42,130.18,1174.2
658,52146,602,0.1508368,,14.233,13.836,11.433,321.31,184.25,423.29
658,52146,608,0.03816116,STARBURST,14.419,14.386,10.767,270.55,111.05,782.11
658,52146,609,0.109589,STARBURST,15.149,14.841,11.095,138.19,73.014,578.32
658,52146,611,0.08852404,,13.532,13.436,11.027,612.43,266.39,615.48
663,52145,401,0.1169434,,14.052,13.817,10.781,379.37,187.56,771.86
663,52145,442,0.1003066,STARFORMING,13.864,13.622,10.31,451.17,224.58,1191.8
663,52145,449,0.1159145,STARFORMING,13.812,13.595,10.766,473.26,230.13,782.86
685,52203,266,0.1106792,STARBURST,13.922,13.609,9.618,427.63,227.09,2252.8
690,52261,158,0.2784727,STARBURST,16.709,15.678,11.394,32.838,33.805,438.76
690,52261,511,0.07994128,STARFORMING,14.139,13.995,11.292,350.36,159.16,482.12
690,52261,515,0.08062529,BROADLINE,12.894,12.855,11.061,1102.1,454.93,596.23
690,52261,559,0.0740997,,14.318,14.149,10.917,296.93,138.12,681.02
690,52261,560,0.07530755,STARFORMING,14.707,14.632,10.911,207.66,88.557,685.09
690,52261,597,0.04336799,STARBURST,14.311,14.037,10.23,299.01,153.14,1282.7
691,52199,113,0.05400089,STARFORMING,12.183,12.123,9.222,2122.1,892.88,3243.7
691,52199,176,0.1174055,STARBURST,14.36,13.904,9.845,285.65,173.12,1828
691,52199,310,0.1787398,STARFORMING,15.54,15.199,10.692,96.413,52.548,837.63
691,52199,353,0.0581557,STARFORMING,14.054,14.009,10.643,378.96,157.19,876.82
691,52199,383,0.04349554,STARFORMING,14.831,14.579,11.019,185.14,93.015,619.89
691,52199,488,0.2063502,STARFORMING,15.101,14.307,10.325,144.44,119.49,1175.4
692,52201,170,0.1387616,STARFORMING,14.77,14.555,10.453,195.89,95.03,1044.5
692,52201,193,0.1376307,,14.42,14.155,10.663,270.47,137.43,860.99
694,52209,82,0.04799612,STARFORMING,14.849,14.701,11.669,182.17,83.072,340.7
694,52209,88,0.1176092,,13.599,13.339,9.772,576.2,291.3,1956.1
695,52202,283,0.1096712,STARBURST,14.629,14.102,10.181,223.07,144.32,1341.1
749,52226,12,0.08220903,,14.389,14.265,10.992,278.34,124.21,635.6
750,52235,241,0.1385426,,13.901,13.618,10.695,436.21,225.23,835.58
750,52235,243,0.03973394,STARFORMING,14.271,14.071,9.953,310.11,148.4,1655.7
750,52235,246,0.1108504,STARFORMING,13.758,13.546,11.18,497.36,240.79,534.38
750,52235,249,0.1372988,,13.836,13.569,11.503,463.05,235.63,396.99
750,52235,292,0.03973249,STARFORMING,13.724,13.639,10.038,513.26,221,1529.9
750,52235,564,0.1154532,STARFORMING,14.309,14.003,10.761,299.64,158.06,786.27
1081,52531,246,0.06582594,STARFORMING,15.213,15.161,11.387,130.22,54.398,441.72
1081,52531,282,0.117529,AGN,13.565,13.441,11.325,594.08,265.33,467.74
1083,52520,228,0.2684679,STARBURST,14.514,13.772,10.042,247.96,195.56,1524.5
1083,52520,280,0.1673375,,14.255,14.014,11.109,314.79,156.45,570.59
1083,52520,308,0.1341561,STARFORMING,14.841,14.393,10.741,183.47,110.38,801.31
1084,52591,19,0.2242819,STARFORMING,15.427,14.812,10.889,106.93,75.011,698.68
1084,52591,101,0.1382472,STARFORMING,15.048,15.025,11.035,151.57,61.685,611.14
1084,52591,196,0.08974307,STARBURST,14.463,14.068,10.196,259.97,148.85,1323.1
1084,52591,345,0.1176723,STARBURST,16.158,15.241,11.281,54.571,50.538,487.15
1084,52591,348,0.1160497,STARFORMING,14.885,14.656,10.584,176.16,86.591,925.97
1085,52531,279,0.1843222,STARBURST,16.195,15.67,10.904,52.731,34.031,689.37
1085,52531,428,0.1736733,STARFORMING,15.031,14.591,11.261,154.01,92.001,496.18
1085,52531,437,0.1312284,STARFORMING,14.842,14.616,11.16,183.31,89.87,544.5
1085,52531,520,0.2086747,STARBURST,14.9,14.486,10.747,173.79,101.28,796.84
1085,52531,546,0.09958667,STARFORMING,14.547,14.295,10.637,240.5,120.8,881.39
1085,52531,552,0.1104192,STARFORMING,14.462,14.131,10.902,260.25,140.44,690.33
1489,52991,123,0.2660254,STARFORMING,15.341,15.031,11.402,115.79,61.302,435.53
1495,52944,279,0.1094421,STARFORMING,14.851,14.493,11.059,181.84,100.67,597.6
1495,52944,342,0.1067204,STARFORMING,15.525,15.335,11.319,97.761,46.328,470.19
1495,52944,438,0.1880078,,15.143,14.758,11.164,138.96,78.833,542.38
1495,52944,484,0.1682242,STARFORMING,14.74,14.208,11.022,201.3,130.88,618.04
1495,52944,631,0.1294782,STARFORMING,14.88,14.512,11.161,176.97,98.919,544.1
1496,52883,17,0.1735902,,14.964,14.349,10.909,163.81,114.89,686.19
1496,52883,64,0.1469314,,14.179,13.968,10.209,337.62,163.21,1307.6
1496,52883,101,0.1461354,STARFORMING,15.096,14.857,11.067,145.05,71.971,593.31
1496,52883,198,0.2668346,STARFORMING,14.12,13.694,11.02,356.56,210.11,619.2
1496,52883,279,0.1164944,STARFORMING,14.723,13.965,10.618,204.58,163.68,897.27
1497,52886,196,0.07564737,STARFORMING,13.808,13.685,10.388,475.22,211.86,1108.4
1497,52886,229,0.178967,STARFORMING,15.536,15.135,11.55,96.712,55.743,380.25
1497,52886,305,0.1735492,STARFORMING,14.463,14.029,10.393,260,154.32,1103.6
1497,52886,320,0.1379642,STARFORMING,15.36,15.052,10.627,113.8,60.139,890
1499,53001,291,0.1798251,STARBURST,14.7,14.166,9.986,208.99,135.97,1605.5
1539,52943,238,0.1475816,,14.941,14.542,10.92,167.3,96.24,679.22
401,51788,72,0.09928637,STARFORMING,13.991,13.685,10.049,401.39,211.85,1515.1
401,51788,113,0.07938684,AGN,12.758,12.635,10.605,1250.1,557.4,908.1
401,51788,117,0.04296508,STARFORMING,14.201,14.085,11.277,330.87,146.57,488.77
401,51788,119,0.05586427,STARFORMING,13.944,13.816,10.289,419.12,187.72,1214.9
401,51788,153,0.05903243,,12.985,12.935,10.572,1013.5,422.74,935.77
401,51788,198,0.05906287,STARFORMING,15.23,14.945,11.746,128.23,66.403,317.49
401,51788,200,0.1615845,,14.067,13.807,10.697,374.35,189.37,834.28
401,51788,231,0.1248876,STARFORMING,14.177,13.862,11.193,338.09,180.03,528.18
401,51788,235,0.1249126,,13.738,13.533,11.177,506.73,243.72,535.82
401,51788,237,0.1631039,STARFORMING,14.193,13.839,10.382,333.23,183.83,1114.6
401,51788,381,0.1446553,STARFORMING,14.481,14.133,10.256,255.51,140.17,1252.3
401,51788,422,0.07370612,STARFORMING,15.524,15.385,11.543,97.821,44.258,382.67
401,51788,423,0.1354087,,13.982,13.747,11.475,404.69,200.16,407.46
401,51788,428,0.1468628,,14.345,14.123,11.514,289.71,141.51,393.18
401,51788,431,0.05675509,STARFORMING,13.899,13.675,10.454,436.96,213.74,1043.7
401,51788,436,0.08398121,,13.141,13.078,11.45,878.44,370.49,416.75
401,51788,476,0.1049258,STARFORMING,14.041,13.534,9.787,383.21,243.51,1928.7
401,51788,481,0.2002874,,14.162,13.805,10.827,343.07,189.71,740.21
401,51788,488,0.05935627,STARFORMING,13.809,13.733,11.429,474.51,202.64,424.84
401,51788,493,0.05546589,STARFORMING,12.973,12.919,9.631,1024.9,428.95,2225.6
401,51788,495,0.05915861,STARFORMING,13.481,13.383,9.695,642.22,279.81,2099.1
401,51788,495,0.05915861,STARFORMING,13.774,13.676,10.153,490.12,213.66,1377.2
401,51788,502,0.1003537,,14.707,14.589,11.714,207.63,92.111,326.77
401,51788,516,0.05878797,STARFORMING,14.447,14.203,10.366,263.74,131.5,1131.8
401,51788,551,0.04396089,STARFORMING,14.742,14.567,11.399,200.93,94.019,436.94
401,51788,555,0.05923813,STARFORMING,14.412,14.152,10.157,272.36,137.81,1372
401,51788,585,0.1480831,STARFORMING,13.856,13.445,9.296,454.51,264.14,3031.5
401,51788,640,0.08101059,STARFORMING,14.157,14.034,11.251,344.36,153.64,500.62
402,51793,346,0.08124309,STARFORMING,14.044,13.813,10.364,382.46,188.31,1133.4
402,51793,353,0.08596525,STARBURST,14.617,14.461,10.393,225.44,103.67,1103.1
406,51817,123,0.07158687,,14.49,14.417,11.016,253.47,107.97,621.75
406,51876,123,0.2547083,STARBURST,15.494,14.777,11.016,100.56,77.449,621.78
406,51876,124,0.07158142,,14.585,14.527,11.615,232.34,97.509,358.2
406,51876,209,0.289562,STARBURST,14.727,13.988,9.747,203.85,160.26,2000.8
407,51820,463,0.1395266,BROADLINE,13.386,13.129,10.846,700.87,353.63,727.04
407,51820,467,0.07256689,,13.952,13.72,10.244,416.14,205.1,1266.5
407,51820,492,0.1851331,,13.975,13.582,10.298,407.37,232.9,1204.6
407,51820,499,0.1857289,,14.305,14.102,11.932,300.55,144.25,267.54
407,51820,504,0.05426851,STARFORMING,13.949,13.797,10.377,417.41,191.05,1120.1
407,51820,505,0.02074537,STARFORMING,11.864,11.795,7.891,2848.2,1207.8,11056
407,51820,509,0.02183045,STARBURST,13.999,13.849,10.558,398.34,182.18,947.92
407,51820,514,0.07790733,STARBURST,14.647,14.306,10.141,219.38,119.62,1392.3
407,51820,515,0.06820587,STARFORMING,14.247,14.048,10.469,317.14,151.69,1028.7
407,51820,519,0.09799054,STARFORMING,14.442,14.119,10.275,264.95,142.05,1230.7
407,51820,520,0.02066472,STARBURST,14.638,14.414,10.688,221.29,108.28,841.17
407,51820,542,0.02283115,STARBURST,13.864,13.76,10.516,451.27,197.69,985.19
407,51820,543,0.1105092,AGN,13.576,13.223,10.566,588.56,324.29,940.63
407,51820,549,0.09813271,STARBURST,15.871,15.994,11.858,71.06,25.269,286.27
407,51820,552,0.02056088,,11.005,11.074,10.438,6282.1,2346.3,1058.6
407,51820,556,0.1858002,STARBURST,15.102,14.396,10.356,144.33,110.09,1142.2
407,51820,560,0.02105265,STARFORMING,14.458,14.363,10.491,261.08,113.47,1008.5
407,51820,594,0.05381758,STARFORMING,14.12,14.089,11.947,356.29,146.02,263.77
407,51820,596,0.05425513,STARFORMING,13.252,13.144,10.044,792.65,348.81,1522.1
407,51820,598,0.06208384,,14.738,14.631,11.922,201.78,88.641,269.85
408,51821,343,0.143068,,13.644,13.42,11.608,552.62,270.48,360.46
408,51821,351,0.0540503,,12.287,12.208,9.139,1928.2,825.65,3503.9
414,51869,85,0.1089346,STARFORMING,14.214,13.878,10.497,326.86,177.33,1002.9
414,51901,101,0.1515218,STARFORMING,15.1,14.642,10.828,144.5,87.728,739.58
414,51901,104,0.1518792,AGN,14.49,14.037,10.617,253.51,153.19,897.52
414,51901,109,0.02590836,STARFORMING,13.598,13.494,9.924,576.34,252.51,1699.2
414,51869,122,0.06688597,AGN,13.368,12.581,10.298,712.69,585.48,1205
414,51869,127,0.03000149,STARFORMING,14.195,14.051,10.483,332.55,151.24,1015.8
414,51901,183,0.1548059,,14.01,13.682,10.058,394.29,212.44,1502.1
414,51901,189,0.1344196,STARFORMING,14.391,14.021,10.546,277.67,155.49,958.95
414,51901,224,0.06751975,STARFORMING,13.688,13.462,10.018,530.63,260.07,1559.1
414,51901,226,0.134476,,14.491,14.236,10.923,253.34,127.48,677.47
414,51869,241,0.07186051,STARFORMING,14.838,14.804,11.09,183.95,75.6,580.86
414,51901,274,0.1322196,STARFORMING,14.189,13.966,10.089,334.36,163.55,1460.8
414,51869,292,0.06800454,STARFORMING,14.211,14.02,10.469,327.89,155.62,1029.3
414,51901,301,0.02519855,STARFORMING,12.24,12.196,9.355,2013.6,835.02,2870.3
414,51901,306,0.233718,STARBURST,15.557,15.026,10.493,94.861,61.591,1006.1
415,51879,43,0.03702808,,11.433,11.382,9.389,4234.7,1767.6,2781.8
415,51810,49,0.03640149,STARFORMING,13.926,13.703,10.216,426.03,208.4,1299.1
416,51885,242,0.1463321,,14.209,13.892,11.505,328.49,175.09,396.44
416,51811,249,0.124491,STARFORMING,14.756,14.463,10.548,198.47,103.47,956.61
416,51811,282,0.120338,,13.788,13.587,11.235,484.08,231.81,508.33
427,51900,16,0.1164816,BROADLINE,13.262,13.077,11.647,785.27,370.96,347.71
427,51900,17,0.04778541,STARFORMING,13.619,13.395,9.732,565.55,276.62,2029.4
427,51900,17,0.04778541,STARFORMING,13.999,13.758,10.303,398.65,198.09,1198.7
427,51900,201,0.124948,STARFORMING,13.755,13.568,10.846,498.98,236,727.37
427,51900,218,0.1258878,STARFORMING,13.948,13.75,10.103,417.78,199.5,1440.8
428,51883,132,0.1942272,STARFORMING,14.519,14.074,10.474,246.8,148.06,1024.4
428,51883,202,0.03506736,STARFORMING,14.117,13.986,10.819,357.5,160.62,745.64
428,51883,213,0.03535912,STARBURST,14.625,14.38,10.529,223.8,111.68,973.79
428,51883,217,0.0411674,STARFORMING,13.669,13.629,10.739,540,223.13,802.15
428,51883,229,0.06099095,STARBURST,14.097,13.828,9.964,364.15,185.62,1638.3
428,51883,230,0.06043668,STARFORMING,13.142,13.002,9.72,877.81,397.53,2050.4
428,51883,232,0.1327042,,13.551,13.327,11.451,602.15,294.64,416.53
428,51883,255,0.03465885,,12.635,12.717,10.683,1399.7,516.86,844.52
428,51883,260,0.1169163,STARFORMING,14.742,14.496,10.865,201.07,100.32,714.77
428,51883,268,0.06018763,STARFORMING,13.625,13.426,9.761,562.25,268.98,1974.8
428,51883,273,0.04863204,STARFORMING,14.063,13.852,10.086,375.82,181.64,1464.6
428,51883,276,0.06058823,STARFORMING,13.358,13.256,10.588,718.88,314.47,921.76
428,51883,293,0.1165444,STARBURST,14.863,14.616,10.779,179.8,89.875,773.47
431,51877,192,0.09782445,STARFORMING,13.787,13.601,10.461,484.48,228.95,1036.8
431,51877,193,0.06256964,STARFORMING,14.679,14.404,11.072,213,109.2,590.69
434,51885,345,0.07566135,,13.394,13.331,11.429,695.43,293.6,424.89
434,51885,355,0.05085135,AGN,13.849,13.771,10.136,457.57,195.74,1398.1
435,51882,80,0.06555784,STARFORMING,13.525,13.377,9.603,616.7,281.34,2283.9
435,51882,106,0.06877647,AGN,12.651,12.302,9.538,1379,756.86,2424.4
435,51882,143,0.0687739,,12.404,12.337,11.682,1730.8,733.31,336.76
435,51882,147,0.07429016,STARFORMING,14.715,14.407,10.948,206.06,108.92,662.13
435,51882,162,0.1446575,,13.949,13.683,10.829,417.35,212.17,738.4
435,51882,164,0.06743558,STARFORMING,14.075,14.003,11.404,371.59,158.11,434.85
435,51882,167,0.09640187,,14.965,14.825,11.351,163.68,74.138,456.83
435,51882,168,0.09787405,,14.917,14.725,11.334,171.03,81.272,463.66
435,51882,179,0.09656971,STARFORMING,13.326,13.08,9.524,740.39,369.67,2456.5
435,51882,191,0.1530452,STARBURST,13.398,12.899,9.11,693.06,436.98,3598.5
435,51882,193,0.09598922,,13.347,13.194,11.775,726.45,333.06,309.05
435,51882,223,0.09552084,STARFORMING,15.289,15.233,10.825,121.48,50.925,741.03
435,51882,228,0.06987529,STARFORMING,13.599,13.453,9.815,576,262.28,1879.5
435,51882,236,0.09797558,STARFORMING,14.632,14.505,10.421,222.43,99.569,1075.6
435,51882,265,0.09735761,STARFORMING,13.897,13.657,9.865,437.9,217.32,1795.3
435,51882,269,0.08506282,,13.969,13.813,11.512,409.83,188.2,393.86
435,51882,270,0.05163949,STARFORMING,15.165,14.899,11.599,136.12,69.248,363.36
454,51908,45,0.141527,STARBURST,14.713,14.28,10.08,206.46,122.43,1472.5
454,51908,88,0.1473776,,13.916,13.573,10.112,430.13,234.9,1429.9
454,51908,90,0.1083361,AGN,13.43,12.833,9.51,673.06,464.33,2490
454,51908,99,0.146205,STARFORMING,14.395,14.098,10.162,276.58,144.76,1365.1
454,51908,100,0.1456969,STARFORMING,14.245,14.029,10.791,317.72,154.25,764.95
454,51908,101,0.141636,STARFORMING,14.648,14.442,11.155,219.15,105.46,547.2
454,51908,106,0.1420357,STARFORMING,13.773,13.449,10.228,490.75,263.37,1285
454,51908,108,0.09172014,STARFORMING,14.185,13.973,10.368,335.77,162.43,1128.8
454,51908,108,0.09172014,STARFORMING,14.178,13.981,10.242,337.78,161.35,1268.1
454,51908,109,0.07217216,STARFORMING,14.358,13.802,10.912,286.31,190.22,684.52
454,51908,110,0.07662346,STARFORMING,15.08,14.929,11.618,147.18,67.373,357.16
454,51908,116,0.09147223,,14.062,13.811,10.285,375.92,188.6,1219.5
454,51908,121,0.05454022,STARFORMING,12.825,12.525,8.834,1175.1,616.72,4640.6
454,51908,125,0.1216137,STARFORMING,14.137,13.799,9.759,350.76,190.65,1979.6
454,51908,126,0.07662208,STARFORMING,13.371,13.166,9.418,710.78,341.71,2709.2
454,51908,129,0.1471675,,13.207,13.018,11.23,826.36,391.65,510.3
454,51908,131,0.1604792,,14.519,14.313,11.079,246.77,118.74,586.52
454,51908,133,0.06810544,STARFORMING,13.968,13.747,9.668,409.84,200.06,2152.7
454,51908,136,0.07656237,STARBURST,15.542,15.233,11.762,96.225,50.924,312.85
454,51908,141,0.09729573,STARFORMING,13.943,13.749,10.972,419.72,199.76,647.42
454,51908,142,0.07217189,STARFORMING,15.309,15.237,11.754,119.25,50.712,315.12
454,51908,150,0.1104574,,13.869,13.735,11.159,449.03,202.24,545.21
454,51908,164,0.0447676,STARBURST,14.845,14.705,11.43,182.89,82.823,424.57
454,51908,165,0.05430928,BROADLINE,12.692,12.674,10.636,1328.6,537.63,882.1
455,51909,404,0.1916914,,14.022,13.669,12.098,390.06,214.99,229.6
455,51909,565,0.02385952,STARFORMING,14.03,13.973,10.866,387.23,162.42,713.72
463,51908,34,0.1586287,,13.991,13.644,10.102,401.24,220.05,1442.6
463,51908,39,0.1303674,STARFORMING,14.467,14.211,10.908,259.01,130.53,687.04
463,51908,635,0.01640728,STARFORMING,12.999,13.007,9.754,1001.3,395.44,1988.7
464,51908,162,0.1689398,STARFORMING,13.832,13.394,9.552,464.91,276.86,2394.3
464,51908,192,0.1319183,,13.864,13.654,10.914,451.31,217.9,683.24
464,51908,230,0.08644363,STARFORMING,14.866,14.801,11.105,179.24,75.785,572.85
464,51908,233,0.1947137,STARFORMING,14.352,14.129,11.261,287.98,140.68,496.29
464,51908,235,0.06840979,STARFORMING,14.336,14.253,10.601,292.04,125.57,911.35
464,51908,235,0.06840979,STARFORMING,14.419,14.165,10.351,270.66,136.2,1147.1
464,51908,236,0.1312356,STARFORMING,14.588,14.264,10.439,231.71,124.32,1057.7
464,51908,259,0.10291,STARFORMING,14.461,14.279,11.556,260.42,122.61,378.17
464,51908,268,0.09284771,STARFORMING,13.76,13.495,9.544,496.54,252.27,2411.5
464,51908,271,0.1371532,STARFORMING,14.479,14.054,10.568,256.18,150.74,939.37
464,51908,303,0.2511201,STARBURST,15.743,14.769,11.159,79.938,78.044,545.23
464,51908,308,0.1306051,,14.429,14.176,11.631,268.19,134.73,352.84
464,51908,310,0.1300709,,13.582,13.272,11.57,585.08,309.8,373.17
464,51908,311,0.1302279,AGN,14.428,14.186,11.513,268.38,133.52,393.34
464,51908,319,0.07621378,STARFORMING,14.062,13.874,10.153,375.97,178.02,1376.6
542,51993,613,0.09304456,STARFORMING,12.891,12.593,8.366,1105.3,579.36,7136.1
542,51993,615,0.1067363,AGN,13.754,13.246,10.042,499.33,317.37,1524.7
543,52017,205,0.07255984,STARFORMING,14.673,14.465,10.674,214.28,103.31,852.07
543,52017,233,0.1322496,STARFORMING,14.581,14.288,10.206,233.06,121.55,1311.3
543,52017,239,0.1322439,STARFORMING,14.781,14.421,10.562,193.86,107.55,944.65
543,52017,249,0.08451299,STARFORMING,13.586,13.448,10.26,582.74,263.48,1247.5
543,52017,250,0.1338883,,13.214,13.06,11.332,821.02,376.72,464.67
543,52017,252,0.2072688,STARBURST,14.929,14.454,10.304,169.13,104.36,1197.5
543,52017,271,0.02851106,,12.934,12.978,10.13,1062.5,406.2,1406.7
543,52017,286,0.09297595,STARFORMING,14.703,14.436,10.547,208.32,106.09,957.46
543,52017,312,0.1338344,,14.794,14.654,11.04,191.63,86.751,607.89
543,52017,319,0.1409722,,14.599,14.462,11.352,229.27,103.6,456.22
663,52145,23,0.1256271,STARFORMING,14.007,13.516,9.677,395.52,247.59,2134.5
663,52145,25,0.1251939,AGN,13.533,12.971,10.336,611.99,408.74,1163.3
663,52145,28,0.1765441,,14.052,13.62,10.186,379.47,224.86,1335.9
663,52145,35,0.1232424,,13.841,13.59,11.291,460.88,231.28,482.55
663,52145,321,0.1150008,STARFORMING,14.6,14.372,11.094,229.01,112.5,578.65
663,52145,327,0.06491972,BROADLINE,12.976,12.908,11.717,1022.2,433.23,325.84
663,52145,366,0.1169865,AGN,14.561,14.404,11.8,237.56,109.28,302.02
663,52145,369,0.1492013,STARFORMING,14.117,13.766,10.409,357.5,196.6,1087.4
663,52145,405,0.07635725,STARBURST,15.182,14.948,11.103,133.97,66.209,573.78
664,52174,90,0.05263836,,13.711,13.63,10.962,519.5,222.93,653.55
